timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-12-29T14:39:47,codecarbon,,1037.982592344284,0.0005213159930524,5.022396299296464e-07,14.0,0.0,5.868003845214844,0.0040365274398856,0,0.0016918420418233,0.0057283694817089,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2023-12-29T15:13:42,codecarbon,,2023.068005084992,0.001016061587507,5.022379796196326e-07,14.0,0.0,5.868003845214844,0.0078672885909345,0,0.0032974872206274,0.0111647758115619,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2023-12-29T15:25:15,codecarbon,,660.059079170227,0.0003315074798548,5.022391030081201e-07,14.0,0.0,5.868003845214844,0.0025668388946851,0,0.0010758602664121,0.0036426991610972,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2023-12-29T15:32:48,codecarbon,,438.4555733203888,0.0002202086356189,5.022370543753848e-07,14.0,0.0,5.868003845214844,0.0017050611348946,0,0.0007146544401102,0.0024197155750049,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2023-12-29T15:39:31,codecarbon,,232.62435150146484,0.0001168254846891,5.022066001906464e-07,14.0,0.0,5.868003845214844,0.0009045710919962,0,0.0003791408027041,0.0012837118947003,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2023-12-29T15:43:32,codecarbon,,235.0610761642456,0.0001180527226995,5.022214848410019e-07,14.0,0.0,5.868003845214844,0.0009140733937422,0,0.0003831237438039,0.0012971971375462,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2023-12-29T15:49:53,codecarbon,,290.63729190826416,0.0001459687441433,5.022368023901326e-07,14.0,0.0,5.868003845214844,0.0011302250207795,0,0.0004737213579574,0.0016039463787369,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2024-01-09T15:18:45,codecarbon,,396.7003688812256,0.0001992395188796,5.022418291203036e-07,14.0,0.0,5.868003845214844,0.0015426967971854,0,0.000646604115717,0.0021893009129025,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2024-01-16T15:52:02,codecarbon,,1428.000590324402,0.0007171941389809,5.022365843826355e-07,14.0,0.0,5.868003845214844,0.005553187324206,0,0.0023275473414304,0.0078807346656364,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2024-01-16T15:57:03,codecarbon,,294.3693788051605,0.000147845383117,5.022444376420502e-07,14.0,0.0,5.868003845214844,0.0011447575138674,0,0.0004798099115444,0.0016245674254119,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2024-01-16T15:57:54,codecarbon,,42.21333527565002,2.1201552569907625e-05,5.022477478138844e-07,14.0,0.0,5.868003845214844,0.0001641629705164,0,6.880576308255059e-05,0.0002329687335989,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
2024-01-18T13:07:32,codecarbon,None,74.80401277542114,3.75689291123915e-05,5.022314675174187e-07,14.0,0.0,5.868003845214844,0.0002908937805228763,0,0.0001219243755590469,0.0004128181560819232,Austria,AUT,,,,Windows-10-10.0.22621-SP0,3.11.5,2.2.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,,,15.64801025390625,machine,N
